loan_id,duration,payments,frequency,balance_mean,balance_count,balance_std,balance_min,negative_balance,type_0_mean,type_0_count,type_0_max,type_0_std,type_1_mean,type_1_max,type_1_min,type_2_mean,type_2_count,type_2_max,type_2_min,type_2_std,sanctions_mean,sanctions_count,sanctions_std,household_mean,household_count,pension_mean,pension_count,pension_std,payment_statement_mean,payment_statement_count,ins_payment_mean,ins_payment_std,credit_cash,credit_cash_mean,credit_cash_min,col_another_bank,col_another_bank_mean,interest,interest_mean,withd_cash_mean,withd_cash_max,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,rem_another_bank_min,credit_card_withd,credit_card_withd_mean,credit_card_withd_max,credit_card_withd_std,mean_trans_profit,credit_ratio,ratio_credit_cash,ratio_col_another_bank,ratio_withd_cash,ratio_rem_another_bank,ratio_credit_card_withd,ratio_interest,owner_count,owner_gender,card_type,has_card,region,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,ratio entrepeneurs,crime_delta,unemploymant_delta,acc_age_on_loan,trans_mth,withdrawal_mth,credit_mth,avg_mth_income,ratio_real_salary_to_expected,ratio_withd_credit_mth,owner_age_on_loan,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,real_income_to_payments_ratio,log_sanctions_std,log_ratio_max_value_in_acc_to_loan,status
6736,60,4806,0,33211.76,10,16686.231188764254,800.0,0.0,8081.299999999999,8,11968.690657831254,8.7,-10600.0,6505.382386916237,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16118.5,800.0,0.0,0.0,0.0,0.0,-3503.933333333333,137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2518.7000000000007,0.8,0.4,0.0,0.6,0.0,0.0,0.0,1,1,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,107,2.803738317757009,-2971.96261682243,2265.785046728972,1045.0833333333333,-2.410047045690137,-1.3116701520794922,58.536986301369865,0.2028568456096546,0.21745387709807185,-0.5240740740740742,0.0,0.18469943208102718,1
6112,24,7281,1,26252.81440677966,118,23430.52191839939,-1369.2,1.0,11542.828947368422,38,13739.947130841829,33.3,-5007.225641025641,6994.284269825342,-0.2,-20566.5,2.0,688.0148980945107,-20080.0,-21053.0,-0.39999999999999997,3.0,0.19999999999999996,-12008.806451612903,31.0,9527.25,8.0,5012.506494473883,10441.593939393939,33.0,-1017.0,0.0,23,18999.782608695652,300.0,0.0,0.0,0.0,0.0,-5156.718867924528,308.3,42.0,-3732.3333333333335,3163.0678891773277,-8110.0,0.0,0.0,0.0,0.0,-14030.89669365722,0.3220338983050847,0.19491525423728814,0.0,0.4491525423728814,0.3559322033898305,0.0,0.0,1,0,-1.0,-1.0,1,65,30,4,1,6,0.514,9307,3.85,0.118,0.004434404283801874,0.5799999999999996,452,7.831858407079646,-1697.3711708645337,766.1169655333024,-206.79637096774195,68.84885357512339,-2.21555095008629,15.580821917808219,0.5531486059607197,-0.028402193512943544,-1.9554584623849693,0.1823215567939546,0.4402842291962668,-1
5319,60,3991,1,40061.580434782605,46,16062.532138414814,300.0,0.0,13387.938888888888,18,14074.988489145388,30.4,-7224.533333333333,6849.0535161942125,-14.6,-9680.0,1.0,0.0,-9680.0,-9680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,9.0,26605.666666666668,0.0,0.0,-5703.803571428572,216.6,8.0,-5475.5,1357.1525864312907,-6745.0,0.0,0.0,0.0,0.0,-3516.594444444445,0.391304347826087,0.021739130434782608,0.1956521739130435,0.6086956521739131,0.17391304347826086,0.0,0.0,1,0,-1.0,-1.0,4,15,40,18,2,6,0.5720000000000001,9893,4.09,0.096,0.00115360413899182,0.6299999999999999,274,5.036496350364963,-1850.8613138686133,1465.8327250608272,824.4166666666666,-4.265554769365545,-1.262668844967838,51.81095890410959,0.3107358222667669,0.2065689467969598,-0.8811311562125895,0.0,0.270588675907537,1
6596,24,3816,1,50765.41612903225,31,18234.74108903289,1000.0,0.0,18390.37142857143,14,19525.382423613413,29.4,-12844.1,11546.819981748617,-14.6,-10698.6,5.0,5876.054867000477,-4460.0,-19376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000.0,1000.0,7.0,36499.57142857143,0.0,0.0,-8984.95652173913,206.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5152.32857142857,0.45161290322580644,0.03225806451612903,0.22580645161290322,0.7419354838709677,0.0,0.0,0.0,1,0,-1.0,-1.0,3,24,17,7,3,11,0.847,8705,5.75,0.116,0.001562301441951905,1.8600000000000003,211,4.407582938388626,-3347.3033175355454,2614.7447528774546,725.4166666666666,-7.102578157052596,-1.2801644649451653,42.635616438356166,0.9067020440251572,0.19009870719776378,-1.350190925426774,0.0,0.645375071110112,1
5837,60,4076,1,38426.728571428575,42,15757.722747155978,1000.0,0.0,12456.16111111111,18,14326.749994621903,65.4,-8543.39,8180.871558375157,-14.6,-8004.25,4.0,5373.563087002887,-4107.0,-15952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1033.3333333333333,700.0,8.0,27509.75,0.0,0.0,-5697.329629629629,199.3,4.0,-12006.0,0.0,-12006.0,0.0,0.0,0.0,0.0,-4091.478888888889,0.42857142857142855,0.07142857142857142,0.19047619047619047,0.6428571428571429,0.09523809523809523,0.0,0.0,1,0,-1.0,-1.0,6,98,16,6,1,4,0.636,8757,3.38,0.096,0.002372577040049833,0.5700000000000003,258,4.883720930232558,-1924.1441860465115,1448.390826873385,729.75,-5.6066856990598,-1.3284702929250984,26.964383561643835,0.29650188092901536,0.17903581943081454,-1.0037975684222005,0.0,0.2596697767699341,1
5657,12,415,1,30533.371739130438,46,8705.183539928967,800.0,0.0,5352.515789473684,19,5855.277787533337,35.6,-2933.2370370370368,3809.7784950902887,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9151.636363636364,800.0,0.0,0.0,0.0,0.0,-2497.144,165.1,10.0,-1573.9,904.7405337075007,-2704.0,0.0,0.0,0.0,0.0,2419.278752436647,0.41304347826086957,0.2391304347826087,0.0,0.5434782608695652,0.21739130434782608,0.0,0.0,1,0,-1.0,-1.0,6,38,36,5,1,5,0.505,8288,3.79,0.11,-0.0011790135586559245,0.7299999999999995,242,5.702479338842975,-363.6244260789715,663.5350152240104,690.6666666666666,3.5028167265009373,-0.5480109078436672,41.96986301369863,8.25425702811245,1.6642570281124498,5.829587355269029,0.0,2.225083664911333,1
5533,24,4641,1,65097.22434210526,152,26285.86306755448,500.0,0.0,19164.74909090909,55,16819.195489665446,29.0,-10139.294623655915,14513.96922606965,-14.6,-14697.0,4.0,7786.9672744485915,-3980.0,-21002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,26927.51282051282,500.0,0.0,0.0,0.0,0.0,-10483.578823529411,368.6,28.0,-3812.5,3136.0093005814465,-6892.0,0.0,0.0,0.0,0.0,-5671.545532746826,0.3618421052631579,0.2565789473684211,0.0,0.5592105263157895,0.18421052631578946,0.0,0.0,1,1,-1.0,-1.0,1,35,36,9,0,7,0.365,9622,0.45,0.154,0.0007139363010166982,0.13999999999999996,472,9.661016949152543,-1578.5780481137235,1218.0984591679505,801.8333333333334,-7.073222447823936,-1.2959363311172782,27.416438356164385,1.269356460532931,0.17277167277167277,-1.2220524741966874,0.0,0.8194962937376953,1
6232,36,7685,1,19256.894827586206,58,6029.338312664936,500.0,0.0,3712.366666666667,30,3346.6496014241834,9.5,-3270.9857142857145,2771.9009906579604,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5532.15,300.0,0.0,0.0,0.0,0.0,-2391.042105263158,106.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.3809523809523,0.5172413793103449,0.3448275862068966,0.0,0.6551724137931034,0.0,0.0,0.0,1,1,-1.0,-1.0,6,11,42,14,1,8,0.46,8772,4.69,0.126,0.002439709481963003,0.29000000000000004,314,5.54140127388535,-312.51455868971794,354.6847133757962,731.0,0.6038043124226433,-0.8811052377061481,45.16986301369863,0.11826935588809369,0.09512036434612882,0.05743408619140564,0.0,0.1117822722694113,-1
6888,12,3298,1,48944.827826086956,115,26896.854140265692,300.0,0.0,9203.384905660378,53,15028.592443283109,21.3,-7481.906451612904,8982.28952117737,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22967.761904761905,300.0,0.0,0.0,0.0,0.0,-4229.842253521127,385.9,23.0,-6874.04347826087,2796.8884574609447,-9493.0,0.0,0.0,0.0,0.0,1721.4784540474739,0.4608695652173913,0.1826086956521739,0.0,0.6173913043478261,0.2,0.0,0.0,1,0,-1.0,-1.0,3,32,19,7,2,10,0.81,9272,2.8,0.118,0.0015705610234346742,0.4200000000000004,522,6.609195402298851,-429.99462365591404,528.9301669919757,772.6666666666666,2.2279703891900007,-0.8129515964296236,14.2,2.6143925611481706,0.2342834040832828,0.5219764869761898,0.0,1.2849238086142145,1
6066,24,7242,0,61218.65866666667,75,24967.390839870237,1000.0,0.0,26907.226923076923,26,27882.022007000247,43.3,-12873.809523809523,11826.820687428637,-100.0,-9208.0,7.0,7328.168529721461,-2321.0,-22783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000.0,1000.0,13.0,53502.692307692305,0.0,0.0,-9870.54262295082,406.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4825.4173992674005,0.3466666666666667,0.013333333333333334,0.17333333333333334,0.8133333333333334,0.0,0.0,0.0,2,0,-1.0,-1.0,4,8,35,12,3,4,0.535,8909,4.01,0.113,0.0008751556767309569,1.5499999999999998,383,5.874673629242819,-1729.6456546064899,2107.615685880699,742.4166666666666,6.499608125626761,-0.8206646335922155,37.47671232876712,0.7733625609868361,0.1025154193132652,0.6663100523705331,0.0,0.5728774963091147,1
5549,60,841,1,37570.62790697674,43,10371.123781863103,800.0,0.0,8327.073684210525,19,8763.374599170123,32.6,-4861.808333333333,4451.09332518346,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14286.363636363636,800.0,0.0,0.0,0.0,0.0,-2932.3703703703704,161.1,5.0,-7289.0,0.0,-7289.0,0.0,0.0,0.0,0.0,3465.265350877192,0.4418604651162791,0.2558139534883721,0.0,0.627906976744186,0.11627906976744186,0.0,0.0,1,0,-1.0,-1.0,1,35,36,9,0,7,0.365,9622,0.45,0.154,0.0007139363010166982,0.13999999999999996,269,4.795539033457249,-542.2091078066915,928.6699276071217,801.8333333333334,4.321677843538381,-0.5838555677190783,46.778082191780825,1.0299524375743163,0.9534284581847008,4.120410643135781,0.0,0.7080123630128681,1
5060,60,4201,1,57340.50819672131,61,21418.91385588366,900.0,0.0,14985.173076923076,26,12929.512964023283,8.2,-8799.586206896553,11021.379039061314,-14.6,-10721.666666666666,6.0,6924.108250646192,-4615.0,-22941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,20438.842105263157,900.0,0.0,0.0,0.0,0.0,-8635.203125,296.9,10.0,-4191.5,3484.3029352288595,-7497.0,0.0,0.0,0.0,0.0,-4536.079796640142,0.4262295081967213,0.3114754098360656,0.0,0.5245901639344263,0.16393442622950818,0.0,0.0,1,0,-1.0,-1.0,6,49,41,4,1,4,0.519,8441,3.45,0.115,0.0033712028777238504,1.0300000000000002,232,7.887931034482759,-2524.2999405469677,1937.7378978779839,703.4166666666666,-6.4486384977706095,-1.3027045315629775,28.97808219178082,0.4215647068158375,0.16744029199396968,-1.0797619130302647,0.0,0.3517581711684686,-1
6004,24,5996,1,49727.45611510792,139,23416.563215441558,700.0,0.0,14003.602127659575,47,16026.467471715403,6.7,-5998.9277108433735,9973.24506597176,-14.6,-13546.888888888889,9.0,4705.81792689763,-6275.0,-22482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,21125.506451612902,6.7,0.0,0.0,0.0,0.0,-7378.452631578948,321.3,32.0,-1743.5,958.5969585974378,-2687.0,0.0,0.0,0.0,0.0,-5542.214472072687,0.3381294964028777,0.22302158273381295,0.0,0.5467625899280576,0.2302158273381295,0.0,0.0,1,1,-1.0,-1.0,2,75,33,2,3,6,0.52,8187,4.83,0.094,0.00010720307185529534,0.6200000000000001,518,8.05019305019305,-1131.9971003705944,811.0194282428325,682.25,-8.123436382664254,-1.395770632552166,43.31506849315068,0.9351456526573272,0.11378418945963976,-0.9243186244284002,0.0,0.6601825963400234,1
5126,48,4336,1,36369.975,64,22812.18644037603,-1069.7,1.0,11823.668965517241,29,15657.199379475416,30.9,-7071.082352941176,9353.405980596639,-14.6,-20995.0,1.0,0.0,-20995.0,-20995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,20066.282352941176,64.8,0.0,0.0,0.0,0.0,-5524.514893617022,263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16242.413387423934,0.453125,0.265625,0.0,0.734375,0.0,0.0,0.0,1,1,-1.0,-1.0,6,0,0,0,1,1,1.0,9897,1.6,0.14,-6.450447661067678e-05,0.3599999999999999,439,4.373576309794989,-1917.9555138684175,807.9956012881942,824.75,-19.693741603423987,-2.3737202415589946,42.99452054794521,0.46156211562115623,0.1902098708487085,-3.745944046915114,0.0,0.37950580594630823,-1
7220,36,3647,2,36635.115662650605,83,12494.3123334861,1000.0,0.0,11868.186206896553,29,12564.756401729519,12.1,-5803.584905660377,5318.901091803001,-30.0,-5226.0,1.0,0.0,-5226.0,-5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1600.0,1000.0,14.0,24226.5,0.0,0.0,-4173.501754385965,196.4,10.0,-7312.0,0.0,-7312.0,0.0,0.0,0.0,0.0,838.6013012361755,0.3493975903614458,0.024096385542168676,0.1686746987951807,0.6867469879518072,0.12048192771084337,0.0,0.0,1,1,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,425,5.858823529411765,-778.558934517203,837.7543204868156,1045.0833333333333,0.8024252942216814,-0.929340399062085,40.38356164383562,0.5353593516741308,0.286559729458002,0.22994277522242265,0.0,0.4287644589659515,1
6668,36,2076,1,37912.99850746268,67,10605.688112953358,700.0,0.0,11194.334615384616,26,11537.56596177694,16.5,-6288.019512195122,5798.282048297561,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,20662.0,700.0,0.0,0.0,0.0,0.0,-4590.046666666667,195.5,8.0,-6184.0,0.0,-6184.0,0.0,0.0,0.0,0.0,4906.315103189494,0.3880597014925373,0.208955223880597,0.0,0.6716417910447762,0.11940298507462686,0.0,0.0,1,1,-1.0,-1.0,2,85,19,6,1,5,0.535,8390,2.28,0.132,0.0005390351271224508,0.6100000000000003,399,5.037593984962406,-472.783421969558,841.6792943898207,699.1666666666666,7.017375594549932,-0.5617144500534548,28.76986301369863,0.8307107685720403,0.33678548490687216,2.3633502423841493,0.0,0.6047042895730997,1
5395,36,8308,1,51992.85476190476,126,33855.698025767204,500.0,0.0,17668.68043478261,46,16697.64522902848,46.2,-9793.063888888888,13073.746685880255,-14.6,-11026.25,8.0,5539.046817175058,-4833.0,-18419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,24554.454545454544,500.0,0.0,0.0,0.0,0.0,-10379.830434782609,356.0,24.0,-3110.0,2068.5533697437595,-5135.0,0.0,0.0,0.0,0.0,-3150.633454106277,0.36507936507936506,0.2619047619047619,0.0,0.5476190476190477,0.19047619047619047,0.0,0.0,1,0,-1.0,-1.0,4,38,25,6,2,6,0.631,8110,5.77,0.109,-0.0015558111905255812,0.7800000000000002,419,9.021479713603819,-1490.6429992044548,1265.0606516550795,675.8333333333334,-4.661849747136292,-1.1783174168402486,27.654794520547945,0.6483372786604611,0.08134729577916867,-0.37922887025833857,0.0,0.4997670699287535,-1
6836,60,3155,1,32354.031372549023,102,12250.07957247933,800.0,0.0,6502.74761904762,42,9621.692061810712,43.8,-4142.723333333333,5123.949766632353,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16893.0,800.0,0.0,0.0,0.0,0.0,-3093.8823529411766,167.5,18.0,-1964.0,671.9314565883496,-2617.0,0.0,0.0,0.0,0.0,2360.0242857142866,0.4117647058823529,0.1568627450980392,0.0,0.6666666666666666,0.17647058823529413,0.0,0.0,1,1,-1.0,-1.0,6,98,16,6,1,4,0.636,8757,3.38,0.096,0.002372577040049833,0.5700000000000003,413,7.409200968523002,-300.9242130750605,472.3545485991007,729.75,3.234017520677337,-0.6370727538615543,40.68767123287671,0.3224685684099313,0.23129952456418384,0.7480267149649086,0.0,0.2795001176700991,1
6064,12,1219,1,32788.14215686275,102,9015.768165055433,200.0,0.0,7799.868965517242,29,8444.546604681942,49.4,-2620.457534246575,3466.5350358790797,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14026.125,200.0,0.0,0.0,0.0,0.0,-2569.305660377359,185.8,33.0,-1616.4242424242425,2148.3256711667204,-5315.0,0.0,0.0,0.0,0.0,5179.411431270667,0.28431372549019607,0.1568627450980392,0.0,0.5196078431372549,0.3235294117647059,0.0,0.0,1,0,-1.0,-1.0,6,49,70,18,0,9,0.33899999999999997,8743,1.88,0.111,0.001496414971790986,0.5500000000000003,399,7.669172932330826,-197.02688227417858,586.4563131967851,728.5833333333334,7.108879923967517,-0.33596173805373686,45.43835616438356,3.567452830188679,0.5976893628657369,4.248901912445174,0.0,1.518955681945473,1
6919,36,3358,2,40838.755208333336,96,21557.464543439623,600.0,0.0,13123.877777777778,36,16118.72615427891,85.0,-6544.464285714285,9718.883665719648,-30.0,-13488.75,4.0,10723.054893545961,-3110.0,-23190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22375.333333333332,600.0,0.0,0.0,0.0,0.0,-6018.530158730159,361.4,12.0,-3225.0,0.0,-3225.0,0.0,0.0,0.0,0.0,-6909.336507936508,0.375,0.21875,0.0,0.65625,0.125,0.0,0.0,1,0,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,496,5.806451612903225,-1211.6863479262672,793.7829301075268,1045.0833333333333,-6.61127805559669,-1.5264706533335641,50.326027397260276,0.9634405400039706,0.31122195751439347,-2.0575748981347552,0.0,0.6746983119209026,1
6841,48,3585,1,60743.95714285715,42,21110.311874741456,200.0,0.0,10713.956,25,13937.004333610099,19.3,-12347.4,12399.403922447238,-14.6,-12081.0,1.0,0.0,-12081.0,-12081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22139.833333333332,200.0,0.0,0.0,0.0,0.0,-6915.616666666667,289.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13714.444,0.5952380952380952,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,1,0,-1.0,-1.0,1,55,29,4,3,5,0.467,10124,0.56,0.141,0.005494982841753182,-0.020000000000000018,198,6.363636363636364,-3701.2727272727275,1623.3266666666668,843.6666666666666,-16.255761359146582,-2.2800541648668333,37.44931506849315,0.6923454207345421,0.23533240353324034,-3.825507391910739,0.0,0.5261153897186812,1
6038,48,6739,1,45414.07368421053,57,26516.42800162844,200.0,0.0,13879.189285714285,28,15498.39991005856,52.9,-9729.104,10677.595279543673,-14.6,-19052.5,4.0,5751.6016609868475,-10891.0,-24204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,20364.57894736842,100.0,0.0,0.0,0.0,0.0,-9172.948484848484,310.0,5.0,-3008.0,0.0,-3008.0,0.0,0.0,0.0,0.0,-14902.414714285715,0.49122807017543857,0.3333333333333333,0.0,0.5789473684210527,0.08771929824561403,0.0,0.0,1,0,-1.0,-1.0,0,0,0,0,1,1,1.0,12541,0.29,0.167,0.01114566294286997,0.14,415,4.120481927710843,-2080.597879518072,1003.3148881239241,1045.0833333333333,-14.259546812170369,-2.0737237173949796,53.85479452054795,0.3707711950338824,0.15507988326655783,-2.211368855065398,0.0,0.3153734975453339,1
6729,12,6224,1,48484.62410714286,112,20930.65093441297,1100.0,0.0,13496.94693877551,49,19696.85210476856,96.1,-9993.342372881356,9174.124213396544,-14.6,-10702.5,4.0,5144.105785589302,-3638.0,-15158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100.0,1100.0,16.0,40847.1875,0.0,0.0,-5556.503614457831,425.6,12.0,-13711.0,0.0,-13711.0,0.0,0.0,0.0,0.0,-7198.895434105845,0.4375,0.008928571428571428,0.14285714285714285,0.7410714285714286,0.10714285714285714,0.0,0.0,2,0,-1.0,-1.0,7,21,11,4,3,9,0.855,8624,1.79,0.102,0.003649092302588682,0.8700000000000001,496,6.774193548387096,-1251.764659650082,816.3475971033574,718.6666666666666,-10.017015910165833,-1.5333721371774878,49.57260273972603,1.4045415595544128,0.11546700942587831,-1.1566348705182914,0.0,0.8773592656595802,1
7198,12,3814,2,32555.818518518518,27,14361.643030576997,800.0,0.0,4701.254545454545,22,8986.486653739352,24.2,-9800.0,8867.63779143014,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10231.2,300.0,0.0,0.0,0.0,0.0,-2816.729411764706,187.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5098.745454545455,0.8148148148148148,0.37037037037037035,0.0,0.6296296296296297,0.0,0.0,0.0,1,0,-1.0,-1.0,4,32,50,7,4,4,0.626,8994,3.8,0.11,-0.0020519896339144354,0.9900000000000002,274,2.956204379562044,-1072.992700729927,514.735899137359,749.5,-6.802862514403542,-2.0845499653864152,17.252054794520546,1.7114031637825555,0.19651284740429995,-1.3368498832054154,0.0,0.9974662735071107,1
6686,36,6239,1,57496.98924731183,93,21234.856010411902,200.0,0.0,20475.04411764706,34,21195.726924536222,32.7,-11705.503999999999,11337.432458876017,-14.6,-7843.222222222223,9.0,4946.206368970511,-2134.0,-15938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200.0,200.0,17.0,40738.0,0.0,0.0,-8699.449333333332,302.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.3178954248378,0.3655913978494624,0.010752688172043012,0.1827956989247312,0.8064516129032258,0.0,0.0,0.0,2,1,-1.0,-1.0,7,34,12,3,1,4,0.5920000000000001,8930,3.52,0.108,0.0024165416171340595,0.6800000000000002,519,5.375722543352601,-1129.984174694926,1183.5285617137029,744.1666666666666,1.2447720879169155,-0.954758686227862,18.265753424657536,0.4860928567612331,0.11927659347117593,0.14847217429473278,0.0,0.396150432069558,1
5836,24,3318,1,63494.2,16,29061.53705517541,900.0,0.0,24446.25,10,26215.867427412482,112.5,-25786.0,20421.39799328146,-9516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,900.0,900.0,5.0,48521.0,0.0,0.0,-16026.944444444445,298.6,1.0,-9516.0,0.0,-9516.0,0.0,0.0,0.0,0.0,-1339.75,0.625,0.0625,0.3125,0.5625,0.0625,0.0,0.0,1,0,-1.0,-1.0,6,151,41,2,3,5,0.483,8512,3.51,0.102,-0.0011443829868395957,0.6100000000000003,141,3.404255319148936,-5486.382978723404,5201.329787234043,709.3333333333334,-1.8887453007518795,-1.0548039065296313,35.07123287671233,1.4990644464536869,0.21378340365682139,-0.40378239903556357,0.0,0.915916440417321,1
7061,24,5079,1,54422.596774193546,93,21910.827556377597,600.0,0.0,16312.041025641025,39,17543.162379170888,17.7,-10615.56170212766,12613.678614393068,-14.6,-13617.285714285714,7.0,6459.24514976494,-7234.0,-21874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,26381.625,600.0,0.0,0.0,0.0,0.0,-8568.721739130435,297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7920.806390772348,0.41935483870967744,0.25806451612903225,0.0,0.7419354838709677,0.0,0.0,0.0,1,1,-1.0,-1.0,6,49,70,18,0,9,0.33899999999999997,8743,1.88,0.111,0.001496414971790986,0.5500000000000003,486,5.740740740740741,-1495.854778790949,1006.9161126938905,728.5833333333334,-10.871517406984808,-1.4855803377591787,29.493150684931507,1.094825917175297,0.14345015422983529,-1.5595208487443095,0.0,0.739470455494502,1
5595,12,6908,1,57141.73095238096,126,24685.92139144404,900.0,0.0,20655.870588235295,34,23236.60764002966,130.5,-6799.959036144578,8633.775184379023,-14.6,-9979.666666666666,9.0,4816.027616199891,-5436.0,-17668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3650.0,900.0,15.0,45589.6,0.0,0.0,-7476.694444444444,423.1,33.0,-3292.0,4612.997148004754,-9716.0,2.0,-1700.0,-400.0,1838.4776310850236,3876.244885424052,0.2698412698412698,0.031746031746031744,0.11904761904761904,0.5714285714285714,0.2619047619047619,0.015873015873015872,0.0,2,1,0.0,1.0,2,31,28,5,1,9,0.608,8208,1.89,0.155,0.006117460527185043,0.3699999999999999,482,7.842323651452282,-1044.3750437434385,1285.6350988528193,684.0,5.667024686292474,-0.8123417326388657,22.586301369863012,1.2989878884385253,0.09901563404748118,0.5611240424759774,0.0,0.8324689775803582,1
5723,12,1969,1,47420.84181818181,110,27950.210689709525,1000.0,0.0,11783.88163265306,49,13077.308999141627,1.7,-8359.759322033899,9361.658690769213,-14.6,-10044.0,2.0,6407.801651112493,-5513.0,-14575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,18527.58064516129,1000.0,0.0,0.0,0.0,0.0,-5913.770149253732,322.9,12.0,-9503.0,0.0,-9503.0,0.0,0.0,0.0,0.0,-6619.877689380839,0.44545454545454544,0.2818181818181818,0.0,0.6090909090909091,0.10909090909090909,0.0,0.0,1,1,-1.0,-1.0,3,41,23,4,2,4,0.598,8965,7.08,0.104,0.001968503937007874,1.1500000000000004,547,6.03290676416819,-1009.3469463638334,646.2823564526358,747.0833333333334,-8.860962885953159,-1.5617739464589662,40.534246575342465,5.934852717115287,0.37942271880819367,-3.3620506294468457,0.0,1.9365598159227138,1
